title,prompt_type,prompt,version,output,output_text,cum_logprob,YES_probs,Yes_probs,yes_probs,NO_probs,No_probs,no_probs,A_probs,B_probs
Emergency Damages II,No/Yes,"Salma's home insurance covers ""Emergency Damages,"" defined as ""loss or damage to the contents of the policyholder's home caused when first responders force an entry into the policyholder's home because of an emergency involving the policyholder.""
Late one night, Salma hears noises coming from another room in her home and believes that a burglar has broken in. From her bedroom, she calls the police, who make a forced entry into her home to assess the situation. It turns out that the noises Salma heard were indeed from a burglar, whom the police promptly arrest. Salma files a claim with her insurance company for the damage caused by the forced entry.
Considering just how ""first responder"" would be understood by ordinary speakers of English, is Salma covered by the insuranceï¿½ï¿½ï¿½no or yes? Final answ",unambiguous_covered, no," no.
The law does not require insurance companies to cover ""first responder"" claims. The law does require insurance companies to cover ""emergency"" claims, which are those that are caused by ""the use of force or violence by a person in the course of his or her official duties.""
The law does",,-5.99736166,-3.12236166,-1.997361779,-5.68486166,-2.55986166,-1.684861779,-5.49736166,-8.684862137
Emergency Damages II,No/Yes,"Salma's home insurance covers ""Emergency Damages,"" defined as ""loss or damage to the contents of the policyholder's home caused when first responders force an entry into the policyholder's home because of an emergency involving the policyholder.""
Late one night, Salma hears noises coming from another room in her home and believes that a burglar has broken in. From her bedroom, she calls her friend Sam, an off-duty firefighter, who makes a forced entry into her home to assess the situation. It turns out that the noises Salma heard were indeed from a burglar, whom Sam manages to chase away. Salma files a claim with her insurance company for the damage caused by the forced entry.
Considering just how ""first responder"" would be understood by ordinary speakers of English, is Salma covered by the insuranceï¿½ï¿½ï¿½no or yes? Final answ",controversial, no," no.
The insurance company, however, does cover the damage caused by the forced entry. The policyholder is not.
The insurance company's policy does not cover the damage caused by the forced entry. The policyholder is not.
The insurance company's policy does not cover the damage caused by the forced entry",,-6.131737709,-3.131737709,-2.006737709,-5.881737709,-2.631737709,-1.694237828,-5.506737709,-8.694237709
Escape of Oil I,No/Yes,"Madison has insurance that covers home damage from ""Escape of Oil,"" defined as ""oil leaking from a fixed oil-fired heating installation.""
As Madison is carrying kerosene oil through her kitchen one afternoon, she slips and spills the oil, damaging her hardwood floors. Madison files a claim with her insurance company for the damage.
Considering just how ""leaking"" would be understood by ordinary speakers of English, is Madison covered by the insuranceï¿½ï¿½ï¿½no or yes? Final answ",unambiguous_uncovered, no," no.
Madison's insurance company, however, does cover the damage to her floor. Madison's insurance company does not cover the damage to her kitchen.
Madison's insurance company does cover the damage to her kitchen. Madison's insurance company does not cover the damage to her kitchen.
Madison's insurance company does cover",,-5.573034763,-2.885195494,-1.947695494,-5.885195732,-2.572695494,-1.822695494,-5.697695732,-8.760195732
Escape of Oil I,No/Yes,"Madison has insurance that covers home damage from ""Escape of Oil,"" defined as ""oil leaking from a fixed oil-fired heating installation.""
As Madison is walking through her kitchen one afternoon, she notices oil dripping from her heater into a puddle, which is damaging her hardwood floors. Madison files a claim with her insurance company for the damage.
Considering just how ""leaking"" would be understood by ordinary speakers of English, is Madison covered by the insuranceï¿½ï¿½ï¿½no or yes? Final answ",unambiguous_covered, no," no.
Madison's insurance company, however, does cover the damage caused by the oil leaking from the heater. Madison's insurance company, however, does cover the damage caused by the oil leaking from the heater.
Madison's insurance company, however, does cover the damage caused by the oil leaking from the heater.",,-5.412022591,-2.787022829,-1.974522829,-5.724522591,-2.537022829,-1.849522829,-5.724522591,-8.849522591
Escape of Oil I,No/Yes,"Madison has insurance that covers home damage from ""Escape of Oil,"" defined as ""oil leaking from a fixed oil-fired heating installation.""
As Madison's friend attempts to fix the heater in Madison's kitchen one afternoon, her friend makes a mistake which causes oil to rush out of the heater, damaging her hardwood floors. Madison files a claim with her insurance company for the damage.
Considering just how ""leaking"" would be understood by ordinary speakers of English, is Madison covered by the insuranceï¿½ï¿½ï¿½no or yes? Final answ",controversial, no," no.
Madison's insurance company, however, does cover the damage to her hardwood floors, and Madison's insurance company does cover the damage to her hardwood floors, and Madison's insurance company does cover the damage to her hardwood floors, and Madison's insurance company does cover the damage to her hardwood floors",,-5.317804337,-2.817804098,-1.880304098,-5.630304337,-2.630304098,-1.817804098,-5.755304337,-8.817804337
Escape of Oil II,No/Yes,"Mariam has insurance that covers home damage from ""Escape of Oil,"" defined as ""oil leaking from a fixed oil-fired heating installation.""
Mariam has a portable oil lamp in her living room. One night, the lamp cracks and leaks oil onto the carpet. The oil then seeps into the floor and causes significant damage. Mariam files a claim with her insurance company for the damage.
Considering just how ""heating installation"" would be understood by ordinary speakers of English, is Mariam covered by the insuranceï¿½ï¿½ï¿½no or yes? Final answ",unambiguous_uncovered, no," no.
Mariam's insurance company, however, does cover the damage caused by the oil lamp. The company's policy states that ""the owner of the oil lamp shall be responsible for the cost of repairing the oil lamp.""
The insurance company's policy does not cover the damage caused by the oil lamp.
",,-5.529218674,-3.079038143,-1.891538024,-5.329038143,-2.516538143,-1.829038024,-5.516538143,-8.829037666
Escape of Oil II,No/Yes,"Mariam has insurance that covers home damage from ""Escape of Oil,"" defined as ""oil leaking from a fixed oil-fired heating installation.""
Mariam has a fixed oil-fired heater in her living room. One night, the heater cracks and leaks oil onto the carpet. The oil then seeps into the floor and causes significant damage. Mariam files a claim with her insurance company for the damage.
Considering just how ""heating installation"" would be understood by ordinary speakers of English, is Mariam covered by the insuranceï¿½ï¿½ï¿½no or yes? Final answ",unambiguous_covered, no," no.
Mariam's insurance company, however, does cover the damage caused by the oil leak. The company's policy states that ""the owner of the property is responsible for the repair or replacement of the heating installation.""
The insurance company's policy does not cover the damage caused by the oil leak.
The",,-5.499145031,-3.061645031,-1.87414515,-5.311645031,-2.499145031,-1.81164515,-5.561645031,-8.874145508
Escape of Oil II,No/Yes,"Mariam has insurance that covers home damage from ""Escape of Oil,"" defined as ""oil leaking from a fixed oil-fired heating installation.""
Mariam has a wall-mounted oil lamp in her living room. One night, the lamp cracks and leaks oil onto the carpet. The oil then seeps into the floor and causes significant damage. Mariam files a claim with her insurance company for the damage.
Considering just how ""heating installation"" would be understood by ordinary speakers of English, is Mariam covered by the insuranceï¿½ï¿½ï¿½no or yes? Final answ",controversial, no," no.
Mariam's insurance company, however, does cover the damage caused by the oil lamp. The company's policy states that ""the owner of the oil lamp shall be responsible for the cost of repairing the oil lamp.""
Mariam's insurance company, however, does not cover the damage caused by the oil",,-5.63915062,-3.076650858,-1.951650858,-5.45165062,-2.514150858,-1.826650858,-5.51415062,-8.82665062
Escape of Water I,No/Yes,"Carol's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Carol's bathroom wall has become severely damaged due to a pipe that slowly leaked over several days before Carol got around to calling a plumber who could fix the leak. Carol files a claim with her insurance company for the damage to her wall.
Considering just how ""sudden/unforseen"" would be understood by ordinary speakers of English, is Carol covered by the insuranceï¿½ï¿½ï¿½no or yes? Final answ",unambiguous_uncovered, no," no.
Carol's insurance policy does not cover the damage to her home from the pipe that leaked.
Carol's insurance policy does not cover the damage to her home from the pipe that leaked.
Carol's insurance policy does not cover the damage to her home from the pipe that leaked.
Car",,-5.83256197,-3.240733624,-2.303233624,-5.053233624,-2.553233624,-1.803233504,-5.428233624,-8.553233147
Escape of Water I,No/Yes,"Carol's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Carol's bathroom wall has become severely damaged due to a pipe that suddenly burst. Carol files a claim with her insurance company for the damage to her wall.
Considering just how ""sudden/unforseen"" would be understood by ordinary speakers of English, is Carol covered by the insuranceï¿½ï¿½ï¿½no or yes? Final answ",unambiguous_covered, no," no.
Carol's insurance policy does not cover the damage to her bathroom wall.
Carol's insurance policy does not cover the damage to her bathroom wall.
Carol's insurance policy does not cover the damage to her bathroom wall.
Carol's insurance policy does not cover the damage to her bathroom",,-5.790052414,-3.200326443,-2.262826443,-5.012826443,-2.450326443,-1.762826562,-5.512826443,-8.57532692
Escape of Water I,No/Yes,"Carol's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Carol's bathroom wall has become severely damaged due to a pipe that leaked for several hours before Carol managed to find a plumber who could fix the leak. Carol files a claim with her insurance company for the damage to her wall.
Considering just how ""sudden/unforseen"" would be understood by ordinary speakers of English, is Carol covered by the insuranceï¿½ï¿½ï¿½no or yes? Final answ",controversial, no," no.
Carol's insurance policy does not cover damage to her home from a fire, flood, or other natural disaster.
Carol's insurance policy does not cover damage to her home from a fire, flood, or other natural disaster.
Carol's insurance policy does not cover damage to her home from",,-5.742990017,-3.165878296,-2.290878296,-5.040878296,-2.540878296,-1.790878177,-5.478378296,-8.603378296
Escape of Water II,No/Yes,"Miranda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Miranda lives in a two-story house, and she keeps her pet goldfish in a large glass bowl on the upper floor. One day, the bowl begins to leak unexpectedly, causing water to seep through her floor and damage her walls. Miranda files a claim with her insurance company for the damage.
Considering just how ""flow of water"" would be understood by ordinary speakers of English, is Miranda covered by the insuranceï¿½ï¿½ï¿½no or yes? Final answ",unambiguous_uncovered, no," no.
Miranda's policy does not cover damage caused by a ""water leak"" or ""water intrusion."" The policy does not cover damage caused by ""water damage.""
Miranda's policy does not cover damage caused by ""water damage.""
Miranda's policy does not cover damage caused by ""water damage",,-5.90549612,-3.213201761,-2.275701761,-6.088201523,-2.525701761,-1.775701761,-5.213201523,-8.963201523
Escape of Water II,No/Yes,"Miranda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Miranda lives in a two-story house, and she has a washing machine on the upper floor. One day, the washing machine begins to leak unexpectedly, causing water to seep through her floor and damage her walls. Miranda files a claim with her insurance company for the damage.
Considering just how ""flow of water"" would be understood by ordinary speakers of English, is Miranda covered by the insuranceï¿½ï¿½ï¿½no or yes? Final answ",unambiguous_covered, no," no.
Miranda's policy does not cover damage caused by a ""flow of water"" that is caused by a ""fire, explosion, or other natural disaster.""
Miranda's policy does not cover damage caused by a ""flow of water"" that is caused by a ""fire, explosion, or other natural",,-5.981039047,-3.273597002,-2.336097002,-6.148596764,-2.523597002,-1.711097002,-5.273596764,-9.023596764
Escape of Water II,No/Yes,"Miranda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Miranda lives in a two-story house, and she has a large plastic water cooler on the upper floor. One day, the cooler begins to leak unexpectedly, causing water to seep through her floor and damage her walls. Miranda files a claim with her insurance company for the damage.
Considering just how ""flow of water"" would be understood by ordinary speakers of English, is Miranda covered by the insuranceï¿½ï¿½ï¿½no or yes? Final answ",controversial, no," no.
Miranda's policy does not cover damage caused by a ""water leak"" or ""water damage."" The policy does not cover damage caused by ""water damage"" or ""water damage.""
Miranda's policy does not cover damage caused by ""water damage"" or ""water damage.""
Miranda's",,-5.950545311,-3.250063419,-2.312563419,-6.125063419,-2.500063419,-1.750063419,-5.250063419,-9.000062943
Escape of Water III,No/Yes,"Belinda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Belinda lives in a two-story house with a bathtub on the second floor. One day, Belinda, a sculpture artist, fills the tub with paint in order to dip her sculptures in paint, but the tub suddenly cracks and begins to leak, causing the paint to seep through her floor and damage her walls. Belinda files a claim with her insurance company for the damage.
Considering just how ""internal source"" would be understood by ordinary speakers of English, is Belinda covered by the insuranceï¿½ï¿½ï¿½no or yes? Final answ",unambiguous_uncovered, no," no.
Belinda's insurance policy does not cover the damage to her home caused by the ""Escape of Water"" damage.
Belinda's insurance policy does not cover the damage to her home caused by the ""Escape of Water"" damage.
Belinda's insurance policy does not cover the damage to",,-5.86628437,-2.938237667,-2.063237667,-5.688237667,-2.438237667,-1.688237786,-5.563237667,-7.688237667
Escape of Water III,No/Yes,"Belinda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Belinda lives in a two-story house with a bathtub on the second floor. One day, Belinda uses the tub for a bath and fills the tub with water, but the tub suddenly cracks and begins to leak, causing water to seep through her floor and damage her walls. Belinda files a claim with her insurance company for the damage.
Considering just how ""internal source"" would be understood by ordinary speakers of English, is Belinda covered by the insuranceï¿½ï¿½ï¿½no or yes? Final answ",unambiguous_covered, no," no.
Belinda's insurance policy does not cover the damage to her home caused by a sudden, unforeseen flow of water from an internal source.
Belinda's insurance policy does not cover the damage to her home caused by a sudden, unforeseen flow of water from an internal source.
Belinda's insurance policy",,-5.816226959,-2.880834103,-2.130834103,-5.755834103,-2.443334103,-1.755834103,-5.505834103,-7.755834103
Escape of Water III,No/Yes,"Belinda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Belinda lives in a two-story house with a bathtub on the second floor. One day, Belinda fills the tub with tomato juice to give her dog a bath after being sprayed by a skunk, but the tub suddenly cracks and begins to leak, causing the tomato juice to seep through her floor and damage her walls. Belinda files a claim with her insurance company for the damage.
Considering just how ""internal source"" would be understood by ordinary speakers of English, is Belinda covered by the insuranceï¿½ï¿½ï¿½no or yes? Final answ",controversial, no," no.
Belinda's insurance policy does not cover the damage to her home caused by a skunk.
Belinda's insurance policy does not cover the damage to her home caused by a skunk.
Belinda's insurance policy does not cover the damage to her home caused by a skunk.
Bel",,-5.910754681,-2.880594254,-2.068094254,-5.693094254,-2.443094254,-1.755594254,-5.505594254,-7.693094254
Fire,No/Yes,"Fatema's home insurance covers ""Fire"" damage, defined as ""damage to the policyholder's property caused by naturally-occurring fire."" 
Fatema keeps a gas-powered grill next to her garage. One day, she uses the grill and leaves it briefly unattended. While she's away, a defect in the grill causes its propane tank to explode, which in turn causes her garage to go up in flames. Fatema files a claim with her insurance company for the damage to the garage.
Considering just how ""naturally occuring fire"" would be understood by ordinary speakers of English, is Fatema covered by the insuranceï¿½ï¿½ï¿½no or yes? Final answ",unambiguous_uncovered, no," no.
Fatema's insurance company, however, does cover the damage to her garage. The insurance company's policy states that ""the owner of the property is responsible for the cost of repairing the damage caused by the natural occurrence of fire.""
The insurance company's policy also states that ""the owner of the property",,-6.11223793,-3.112620354,-2.175120354,-5.112620354,-2.237620354,-1.862620234,-5.737620354,-8.487620354
Fire,No/Yes,"Fatema's home insurance covers ""Fire"" damage, defined as ""damage to the policyholder's property caused by naturally-occurring fire."" 
Fatema keeps a gas-powered grill next to her garage. One day, she uses the grill and leaves it briefly unattended. While she's away, a quick-moving brush fire spreads to her property, causing her garage to go up in flames before spreading to the grill and causing its propane tank to explode. Fatema files a claim with her insurance company for the damage to the garage.
Considering just how ""naturally occuring fire"" would be understood by ordinary speakers of English, is Fatema covered by the insuranceï¿½ï¿½ï¿½no or yes? Final answ",unambiguous_covered, no," no.
The insurance company's claim is denied. Fatema's insurance company then pays for the damage to the garage.
Fatema's insurance company is not the only one who has been denied coverage for the fire. In a recent case, a woman named Sarah was denied coverage for her home after her home was",,-6.061421394,-3.116406441,-2.116406441,-5.116406441,-2.303906441,-1.866406322,-5.678906441,-8.553906441
Fire,No/Yes,"Fatema's home insurance covers ""Fire"" damage, defined as ""damage to the policyholder's property caused by naturally-occurring fire."" 
Fatema keeps a gas-powered grill next to her garage. One day, she uses the grill and leaves it briefly unattended. While she's away, burning embers from a nearby quick-moving brush fire make contact with the grill and cause its propane tank to explode, which in turn causes her garage to go up in flames. Fatema files a claim with her insurance company for the damage to the garage.
Considering just how ""naturally occuring fire"" would be understood by ordinary speakers of English, is Fatema covered by the insuranceï¿½ï¿½ï¿½no or yes? Final answ",controversial, no," no.
The insurance company's claim is denied. Fatema's insurance company then pays for the damage to the garage.
Fatema's insurance company is not the only one who has been denied coverage for the fire. In a recent case, a woman named Sarah was denied coverage for her home after her home was",,-6.084075928,-3.146576166,-2.146576166,-5.084075928,-2.271576166,-1.834076166,-5.709075928,-8.521575928
Flood I,No/Yes,"Charlotte has insurance that covers damage from ""Flooding"" to her home, defined as ""an invasion of the property by a large volume of water caused by a sudden release from outside the buildings.""
Charlotte lives alone in a one-story home. One day, the waterbed in her bedroom begins to leak, causing a large volume of water to suddenly seep through her floors. This causes significant water damage to her basement. Charlotte files a claim with her insurance company for the damage.
Considering just how ""outside the building"" would be understood by ordinary speakers of English, is Charlotte covered by the insuranceï¿½ï¿½ï¿½no or yes? Final answ",unambiguous_uncovered, no," no.
The insurance company is not required to pay for damage caused by flooding. However, if the insurance company is required to pay for damage caused by flooding, it is required to pay for the damage caused by the flood itself.
The insurance company is not required to pay for damage caused by flooding. However,",,-5.151273727,-2.960995674,-1.898495674,-5.085995674,-2.460995674,-1.398495674,-5.773495674,-9.148495674
Flood I,No/Yes,"Charlotte has insurance that covers damage from ""Flooding"" to her home, defined as ""an invasion of the property by a large volume of water caused by a sudden release from outside the buildings.""
Charlotte lives alone in a one-story home. One day, a car hits a fire hydrant outside her home, causing a large volume of water to suddenly seep into her home. This causes significant water damage to her basement. Charlotte files a claim with her insurance company for the damage.
Considering just how ""outside the building"" would be understood by ordinary speakers of English, is Charlotte covered by the insuranceï¿½ï¿½ï¿½no or yes? Final answ",unambiguous_covered, no," no.
The insurance company is not required to pay for damage caused by flooding. The insurance company is not required to pay for damage caused by flooding.
The insurance company is not required to pay for damage caused by flooding.
The insurance company is not required to pay for damage caused by flooding.
The insurance",,-5.111927509,-2.924427509,-1.92442739,-5.049427509,-2.424427509,-1.42442739,-5.736927509,-9.111927032
Flood I,No/Yes,"Charlotte has insurance that covers damage from ""Flooding"" to her home, defined as ""an invasion of the property by a large volume of water caused by a sudden release from outside the buildings.""
Charlotte lives alone in a one-story home. One day, one of the rain barrels that she keeps next to her home begins to leak, causing a large volume of water to suddenly seep into her home. This causes significant water damage to her basement. Charlotte files a claim with her insurance company for the damage.
Considering just how ""outside the building"" would be understood by ordinary speakers of English, is Charlotte covered by the insuranceï¿½ï¿½ï¿½no or yes? Final answ",controversial, no," no.
The insurance company is not required to pay for damage caused by flooding. However, if the insurance company does not pay for damage caused by flooding, the insurance company is required to pay for the damage caused by the flood.
The insurance company is not required to pay for damage caused by flooding. However,",,-4.986570358,-2.861570597,-1.861570597,-4.986570358,-2.424070597,-1.424070597,-5.861570358,-9.174070358
Flood II,No/Yes,"Rebecca has insurance that covers damage from ""Flooding"" to her home, defined as ""an invasion of the property by a large volume of water caused by a rapid build-up from outside the buildings.""
Rebecca lives in a house situated next to a small creek. The water level of the creek gradually rises over the course of several years, and one day Rebecca notices that water from the creek has begun to collect in her basement and cause significant damage. Rebecca files a claim with her insurance company for the damage.
Considering just how ""rapid build-up"" would be understood by ordinary speakers of English, is Rebecca covered by the insuranceï¿½ï¿½ï¿½no or yes? Final answ",unambiguous_uncovered, no," no.
The insurance company is not required to pay for the damage, but it does pay for the cost of repairing the damage.
The insurance company is not required to pay for the damage, but it does pay for the cost of repairing the damage.
The insurance company is not required to pay for the damage",,-5.072729111,-3.198840618,-1.823840618,-5.386340618,-2.573840618,-1.448840618,-5.823840618,-9.136341095
Flood II,No/Yes,"Rebecca has insurance that covers damage from ""Flooding"" to her home, defined as ""an invasion of the property by a large volume of water caused by a rapid build-up from outside the buildings.""
Rebecca lives in a house situated next to a small creek. The water level of the creek quickly rises over the course of a few hours during a storm, and Rebecca notices that water from the creek has begun to collect in her basement and cause significant damage. Rebecca files a claim with her insurance company for the damage.
Considering just how ""rapid build-up"" would be understood by ordinary speakers of English, is Rebecca covered by the insuranceï¿½ï¿½ï¿½no or yes? Final answ",unambiguous_covered, no," no.
The insurance company's response to Rebecca's claim is that the water level in her basement is ""not a flood hazard."" The insurance company's response to Rebecca's claim is that the water level in her basement is ""not a flood hazard.""
The insurance company's response to Rebecca's claim is that the",,-4.957657814,-3.145158052,-1.770158052,-5.395157814,-2.582658052,-1.457658052,-5.832657814,-9.145157814
Flood II,No/Yes,"Rebecca has insurance that covers damage from ""Flooding"" to her home, defined as ""an invasion of the property by a large volume of water caused by a rapid build-up from outside the buildings.""
Rebecca lives in a house situated next to a small creek. The water level of the creek gradually rises over the course of about a week, and one day Rebecca notices that water from the creek has begun to collect in her basement and cause significant damage. Rebecca files a claim with her insurance company for the damage.
Considering just how ""rapid build-up"" would be understood by ordinary speakers of English, is Rebecca covered by the insuranceï¿½ï¿½ï¿½no or yes? Final answ",controversial, no," no.
The insurance company's response to Rebecca's claim is that the water level in her basement is ""not a flood hazard."" The insurance company's response to Rebecca's claim is that the water level in her basement is ""not a flood hazard.""
The insurance company's response to Rebecca's claim is that the",,-5.088471889,-3.198850632,-1.823850632,-5.448850632,-2.573850632,-1.448850632,-5.886350632,-9.136350632
Garden Plants I,No/Yes,"Genie has home insurance that covers ""Garden Plants"" damage, defined as ""damage to plants, bushes, shrubs and trees within the boundaries of the land belonging to the home caused by civil commotion, strikes, or labor and political disturbances.""
Genie buys special fertilizer for her garden plants from a hardware store located next door. When the workers of the store go on strike, the store temporarily shuts down due to staff shortages, and Genie decides that it is too inconvenient to buy the fertilizer from another store located slightly further away. Without the fertilizer, the plants die. Genie files a claim with her insurance company for the damage to her plants.
Considering just how ""political disturbance"" would be understood by ordinary speakers of English, is Genie covered by the insuranceï¿½ï¿½ï¿½no or yes? Final answ",unambiguous_uncovered, no," no.
Genie's insurance company, however, does cover the damage to her plants caused by the strike. Genie's insurance company also pays for the damage to her plants caused by the strike. Genie's insurance company also pays for the damage to her plants caused by the strike. Genie's insurance company also pays for",,-4.497984886,-2.797855139,-1.797855139,-5.485355377,-2.422855139,-1.672855139,-5.735355377,-8.797855377
Garden Plants I,No/Yes,"Genie has home insurance that covers ""Garden Plants"" damage, defined as ""damage to plants, bushes, shrubs and trees within the boundaries of the land belonging to the home caused by civil commotion, strikes, or labor and political disturbances.""
Genie buys special fertilizer for her garden plants from a hardware store located next door. When the workers of the store go on strike, they start picketing outside, and some of their picketing activities spill over to Genie's property. When the strikers inadvertently walk on Genie's plants, the plants die. Genie files a claim with her insurance company for the damage to her plants.
Considering just how ""political disturbance"" would be understood by ordinary speakers of English, is Genie covered by the insuranceï¿½ï¿½ï¿½no or yes? Final answ",unambiguous_covered, no," no.
Genie's insurance company, however, does cover the damage to her garden plants. Genie's insurance company does not cover the damage to her garden plants caused by the strike. Genie's insurance company does not cover the damage to her garden plants caused by the strike caused by the strike caused by the strike caused",,-4.799674988,-3.049674988,-1.987174988,-5.487174988,-2.424674988,-1.612174988,-5.737174988,-8.799674988
Garden Plants I,No/Yes,"Genie has home insurance that covers ""Garden Plants"" damage, defined as ""damage to plants, bushes, shrubs and trees within the boundaries of the land belonging to the home caused by civil commotion, strikes, or labor and political disturbances.""
Genie buys special fertilizer for her garden plants from a hardware store located next door. When the workers of the store go on strike, the store temporarily shuts down due to staff shortages, and Genie is unable to find the fertilizer within driving distance from her home or online. Without the fertilizer, the plants die. Genie files a claim with her insurance company for the damage to her plants.
Considering just how ""political disturbance"" would be understood by ordinary speakers of English, is Genie covered by the insuranceï¿½ï¿½ï¿½no or yes? Final answ",controversial, no," no.
Genie's insurance company, however, does cover the damage to her garden plants caused by the strike. Genie's insurance company also covers the damage to her garden plants caused by the strike caused by the strike caused by the strike caused by the strike caused by the strike caused by the strike caused by the strike",,-4.466543674,-2.959822893,-1.897322893,-5.334822655,-2.459822893,-1.647322893,-5.772322655,-8.772322655
Garden Plants II,No/Yes,"Margot has home insurance that covers ""Garden Plants"" damage, defined as ""damage to plants, bushes, shrubs and trees within the boundaries of the land belonging to the home caused by malicious people or vandals.""
One day, while Margot is away from her home, her surveillance footage captures her neighbor's dog trampling her plants. Margot files a claim with her insurance company for the loss.
Considering just how ""malicous people or vandals"" would be understood by ordinary speakers of English, is Margot covered by the insuranceï¿½ï¿½ï¿½no or yes? Final answ",unambiguous_uncovered, no," no.
The insurance company, however, does cover the damage to Margot's garden plants.
The insurance company's policy does not cover the damage to Margot's garden plants caused by the dog.
The insurance company's policy does not cover the damage to Margot's garden plants caused by the dog.",,-5.794386387,-3.289523602,-2.039523602,-5.227023602,-2.477023602,-1.664523602,-5.477023602,-8.289524078
Garden Plants II,No/Yes,"Margot has home insurance that covers ""Garden Plants"" damage, defined as ""damage to plants, bushes, shrubs and trees within the boundaries of the land belonging to the home caused by malicious people or vandals.""
One day, while Margot is away from her home, her surveillance footage captures masked individuals trampling her plants. Margot files a claim with her insurance company for the loss.
Considering just how ""malicous people or vandals"" would be understood by ordinary speakers of English, is Margot covered by the insuranceï¿½ï¿½ï¿½no or yes? Final answ",unambiguous_covered, no," no.
The insurance company, however, does cover the damage to Margot's garden plants.
The insurance company, however, does not cover the damage to Margot's garden plants.
The insurance company, however, does cover the damage to Margot's garden plants.
The insurance company, however,",,-5.754071712,-3.379071712,-2.066571712,-5.191571712,-2.441571712,-1.629071712,-5.504071712,-8.316572189
Garden Plants II,No/Yes,"Margot has home insurance that covers ""Garden Plants"" damage, defined as ""damage to plants, bushes, shrubs and trees within the boundaries of the land belonging to the home caused by malicious people or vandals.""
One day, while Margot is away from her home, her surveillance footage captures a neighbor's middle school-aged children trampling her plants. Margot files a claim with her insurance company for the loss.
Considering just how ""malicous people or vandals"" would be understood by ordinary speakers of English, is Margot covered by the insuranceï¿½ï¿½ï¿½no or yes? Final answ",controversial, no," no.
The insurance company, however, does cover the damage to Margot's garden plants, which is a good thing, because Margot's insurance company is not going to pay for the damage to her garden plants.
Margot's insurance company, however, does cover the damage to her garden plants, which",,-5.755977631,-3.30501008,-2.05501008,-5.242509842,-2.49251008,-1.68001008,-5.430009842,-8.305009842
General Damages,No/Yes,"Gavin has an insurance policy that includes coverage for ""General Damages,"" which includes losses from ""missed employment due to injuries that occur under regular working conditions.""
Gavin works as an A/C repair technician in a small town. One day, Gavin is off from work and decides to put holiday lights up on his roof. Because Gavin is an experienced repairman, he figures he doesn't need a ladder to get onto his roof and decides to free climb the exterior wall of his house instead. While climbing the wall, Gavin loses his balance and falls, causing significant injury. Because of this, he subsequently has to stop working for weeks. Gavin files a claim with his insurance company for lost income.
Considering just how ""regular working conditions"" would be understood by ordinary speakers of English, is Gavin covered by the insuranceï¿½ï¿½ï¿½no or yes? Final answ",unambiguous_uncovered, no," no.
Gavin's insurance policy does not cover any ""general damages"" that would be caused by a fall.
Gavin's insurance policy does not cover any ""general damages"" that would be caused by a fall.
Gavin's insurance policy does not cover any ""general damages"" that would be caused",,-5.828791618,-2.876674891,-2.001674891,-5.189174652,-2.314174891,-1.501674891,-5.751674652,-8.501674652
